main | t (second),main | E1 (J_per_m2),main | g (m_per_s2),main | M1 (Js2_per_m2),main | omega (radian_per_s),main | q1 (metre),main | q1' (metre/second),main | r0 (metre),main | R1 (Js_per_m2),main | theta (radian),main | theta' (radian/second),main | v1 (m_per_s),main | v1' (m_per_s/second),main | v2 (m_per_s),main | v2' (m_per_s/second)
89.77,200,9.81,100,-0.0596617,6.8346,4.64,1,0.1,0.207035,-0.0596617,4.64,-4.04544,-0.467425,-1.7397
89.78,200,9.81,100,-0.0615119,6.88079,4.5991,1,0.1,0.206429,-0.0615119,4.5991,-4.13464,-0.484763,-1.72781
89.79,200,9.81,100,-0.063329,6.92658,4.55731,1,0.1,0.205805,-0.063329,4.55731,-4.22294,-0.501982,-1.71611
89.8,200,9.81,100,-0.0651141,6.97194,4.51464,1,0.1,0.205162,-0.0651141,4.51464,-4.31033,-0.519086,-1.70459
89.81,200,9.81,100,-0.0668683,7.01687,4.4711,1,0.1,0.204502,-0.0668683,4.4711,-4.39678,-0.536075,-1.69324
89.82,200,9.81,100,-0.0685928,7.06136,4.42671,1,0.1,0.203825,-0.0685928,4.42671,-4.48228,-0.552951,-1.68207
89.83,200,9.81,100,-0.0702885,7.1054,4.38146,1,0.1,0.203131,-0.0702885,4.38146,-4.56683,-0.569717,-1.67107
89.84,200,9.81,100,-0.0719566,7.14898,4.33538,1,0.1,0.202419,-0.0719566,4.33538,-4.6504,-0.586373,-1.66024
89.85,200,9.81,100,-0.0735979,7.1921,4.28846,1,0.1,0.201692,-0.0735979,4.28846,-4.73298,-0.602922,-1.64958
89.86,200,9.81,100,-0.0752136,7.23475,4.24072,1,0.1,0.200947,-0.0752136,4.24072,-4.81455,-0.619365,-1.63909
89.87,200,9.81,100,-0.0768045,7.27691,4.19217,1,0.1,0.200187,-0.0768045,4.19217,-4.89511,-0.635704,-1.62877
89.88,200,9.81,100,-0.0783716,7.31859,4.14282,1,0.1,0.199411,-0.0783716,4.14282,-4.97463,-0.651941,-1.61861
89.89,200,9.81,100,-0.0799157,7.35977,4.09268,1,0.1,0.19862,-0.0799157,4.09268,-5.05311,-0.668077,-1.60861
89.9,200,9.81,100,-0.0814378,7.40044,4.04176,1,0.1,0.197813,-0.0814378,4.04176,-5.13052,-0.684114,-1.59876
89.91,200,9.81,100,-0.0829388,7.4406,3.99007,1,0.1,0.196991,-0.0829388,3.99007,-5.20686,-0.700053,-1.58908
89.92,200,9.81,100,-0.0844193,7.48024,3.93763,1,0.1,0.196154,-0.0844193,3.93763,-5.28211,-0.715896,-1.57955
89.93,200,9.81,100,-0.0858803,7.51935,3.88444,1,0.1,0.195303,-0.0858803,3.88444,-5.35625,-0.731644,-1.57017
89.94,200,9.81,100,-0.0873225,7.55793,3.83051,1,0.1,0.194437,-0.0873225,3.83051,-5.42928,-0.7473,-1.56094
89.95,200,9.81,100,-0.0887468,7.59596,3.77585,1,0.1,0.193557,-0.0887468,3.77585,-5.50118,-0.762864,-1.55186
89.96,200,9.81,100,-0.0901538,7.63344,3.72049,1,0.1,0.192662,-0.0901538,3.72049,-5.57194,-0.778338,-1.54293
89.97,200,9.81,100,-0.0915443,7.67037,3.66442,1,0.1,0.191754,-0.0915443,3.66442,-5.64154,-0.793723,-1.53414
89.98,200,9.81,100,-0.092919,7.70673,3.60766,1,0.1,0.190831,-0.092919,3.60766,-5.70997,-0.809021,-1.52549
89.99,200,9.81,100,-0.0942787,7.74252,3.55022,1,0.1,0.189895,-0.0942787,3.55022,-5.77722,-0.824233,-1.51699
90,200,9.81,100,-0.0956239,7.77773,3.49212,1,0.1,0.188946,-0.0956239,3.49212,-5.84328,-0.839361,-1.50862
90.01,200,9.81,100,-0.0969554,7.81236,3.43336,1,0.1,0.187983,-0.0969554,3.43336,-5.90813,-0.854406,-1.50039
90.02,200,9.81,100,-0.0982738,7.84639,3.37396,1,0.1,0.187007,-0.0982738,3.37396,-5.97176,-0.869369,-1.49229
90.03,200,9.81,100,-0.0995798,7.87983,3.31393,1,0.1,0.186017,-0.0995798,3.31393,-6.03417,-0.884252,-1.48432
90.04,200,9.81,100,-0.100874,7.91267,3.25328,1,0.1,0.185015,-0.100874,3.25328,-6.09533,-0.899056,-1.47649
90.05,200,9.81,100,-0.102157,7.9449,3.19203,1,0.1,0.184,-0.102157,3.19203,-6.15523,-0.913782,-1.46878
90.06,200,9.81,100,-0.103429,7.97651,3.13018,1,0.1,0.182972,-0.103429,3.13018,-6.21388,-0.928432,-1.4612
90.07,200,9.81,100,-0.104691,8.0075,3.06775,1,0.1,0.181931,-0.104691,3.06775,-6.27125,-0.943007,-1.45375
90.08,200,9.81,100,-0.105944,8.03786,3.00476,1,0.1,0.180878,-0.105944,3.00476,-6.32733,-0.957508,-1.44642
90.09,200,9.81,100,-0.107188,8.06759,2.94121,1,0.1,0.179812,-0.107188,2.94121,-6.38211,-0.971936,-1.43921
90.1,200,9.81,100,-0.108423,8.09669,2.87712,1,0.1,0.178734,-0.108423,2.87712,-6.43559,-0.986292,-1.43212
90.11,200,9.81,100,-0.109651,8.12513,2.8125,1,0.1,0.177644,-0.109651,2.8125,-6.48775,-1.00058,-1.42514
90.12,200,9.81,100,-0.110871,8.15293,2.74737,1,0.1,0.176541,-0.110871,2.74737,-6.53858,-1.0148,-1.41829
90.13,200,9.81,100,-0.112084,8.18008,2.68174,1,0.1,0.175427,-0.112084,2.68174,-6.58807,-1.02894,-1.41154
90.14,200,9.81,100,-0.113292,8.20657,2.61561,1,0.1,0.1743,-0.113292,2.61561,-6.63622,-1.04303,-1.40491
90.15,200,9.81,100,-0.114493,8.23239,2.54902,1,0.1,0.173161,-0.114493,2.54902,-6.68301,-1.05704,-1.39839
90.16,200,9.81,100,-0.115689,8.25755,2.48196,1,0.1,0.17201,-0.115689,2.48196,-6.72844,-1.07099,-1.39197
90.17,200,9.81,100,-0.11688,8.28203,2.41445,1,0.1,0.170847,-0.11688,2.41445,-6.77249,-1.08488,-1.38567
90.18,200,9.81,100,-0.118067,8.30583,2.34651,1,0.1,0.169672,-0.118067,2.34651,-6.81516,-1.09871,-1.37947
90.19,200,9.81,100,-0.119249,8.32896,2.27815,1,0.1,0.168486,-0.119249,2.27815,-6.85644,-1.11247,-1.37337
90.2,200,9.81,100,-0.120429,8.35139,2.20939,1,0.1,0.167287,-0.120429,2.20939,-6.89632,-1.12618,-1.36737
90.21,200,9.81,100,-0.121605,8.37314,2.14023,1,0.1,0.166077,-0.121605,2.14023,-6.9348,-1.13982,-1.36147
90.22,200,9.81,100,-0.122779,8.3942,2.0707,1,0.1,0.164855,-0.122779,2.0707,-6.97186,-1.15341,-1.35568
90.23,200,9.81,100,-0.12395,8.41456,2.0008,1,0.1,0.163622,-0.12395,2.0008,-7.0075,-1.16693,-1.34998
90.24,200,9.81,100,-0.12512,8.43421,1.93055,1,0.1,0.162376,-0.12512,1.93055,-7.04171,-1.18041,-1.34437
90.25,200,9.81,100,-0.126288,8.45317,1.85997,1,0.1,0.161119,-0.126288,1.85997,-7.07448,-1.19382,-1.33886
90.26,200,9.81,100,-0.127455,8.47141,1.78907,1,0.1,0.15985,-0.127455,1.78907,-7.10582,-1.20718,-1.33344
90.27,200,9.81,100,-0.128622,8.48895,1.71786,1,0.1,0.15857,-0.128622,1.71786,-7.1357,-1.22049,-1.32811
90.28,200,9.81,100,-0.129789,8.50577,1.64636,1,0.1,0.157278,-0.129789,1.64636,-7.16414,-1.23375,-1.32286
90.29,200,9.81,100,-0.130956,8.52187,1.57458,1,0.1,0.155974,-0.130956,1.57458,-7.19111,-1.24695,-1.31771
90.3,200,9.81,100,-0.132124,8.53726,1.50254,1,0.1,0.154659,-0.132124,1.50254,-7.21662,-1.2601,-1.31264
90.31,200,9.81,100,-0.133293,8.55192,1.43025,1,0.1,0.153332,-0.133293,1.43025,-7.24066,-1.2732,-1.30765
90.32,200,9.81,100,-0.134463,8.56586,1.35773,1,0.1,0.151993,-0.134463,1.35773,-7.26323,-1.28625,-1.30275
90.33,200,9.81,100,-0.135635,8.57908,1.28499,1,0.1,0.150642,-0.135635,1.28499,-7.28431,-1.29926,-1.29793
90.34,200,9.81,100,-0.136809,8.59156,1.21205,1,0.1,0.14928,-0.136809,1.21205,-7.30392,-1.31221,-1.29319
90.35,200,9.81,100,-0.137986,8.60332,1.13892,1,0.1,0.147906,-0.137986,1.13892,-7.32203,-1.32512,-1.28852
90.36,200,9.81,100,-0.139165,8.61434,1.06562,1,0.1,0.146521,-0.139165,1.06562,-7.33866,-1.33798,-1.28393
90.37,200,9.81,100,-0.140348,8.62463,0.992153,1,0.1,0.145123,-0.140348,0.992153,-7.35379,-1.3508,-1.27942
90.38,200,9.81,100,-0.141535,8.63418,0.918545,1,0.1,0.143714,-0.141535,0.918545,-7.36742,-1.36357,-1.27498
90.39,200,9.81,100,-0.142725,8.643,0.844809,1,0.1,0.142292,-0.142725,0.844809,-7.37955,-1.3763,-1.27061
90.4,200,9.81,100,-0.14392,8.65108,0.770959,1,0.1,0.140859,-0.14392,0.770959,-7.39018,-1.38898,-1.26631
90.41,200,9.81,100,-0.14512,8.65842,0.69701,1,0.1,0.139414,-0.14512,0.69701,-7.39931,-1.40163,-1.26207
90.42,200,9.81,100,-0.146324,8.66502,0.622978,1,0.1,0.137957,-0.146324,0.622978,-7.40693,-1.41423,-1.25791
90.43,200,9.81,100,-0.147534,8.67088,0.548877,1,0.1,0.136487,-0.147534,0.548877,-7.41304,-1.42678,-1.25381
90.44,200,9.81,100,-0.14875,8.67599,0.474722,1,0.1,0.135006,-0.14875,0.474722,-7.41763,-1.4393,-1.24977
90.45,200,9.81,100,-0.149971,8.68037,0.400529,1,0.1,0.133512,-0.149971,0.400529,-7.42072,-1.45178,-1.2458
90.46,200,9.81,100,-0.1512,8.68401,0.326313,1,0.1,0.132006,-0.1512,0.326313,-7.4223,-1.46422,-1.24189
90.47,200,9.81,100,-0.152435,8.6869,0.252088,1,0.1,0.130488,-0.152435,0.252088,-7.42236,-1.47662,-1.23803
90.48,200,9.81,100,-0.153677,8.68905,0.177871,1,0.1,0.128958,-0.153677,0.177871,-7.42091,-1.48898,-1.23424
90.49,200,9.81,100,-0.154926,8.69045,0.103675,1,0.1,0.127415,-0.154926,0.103675,-7.41794,-1.5013,-1.2305
90.5,200,9.81,100,-0.156183,8.69112,0.0295169,1,0.1,0.125859,-0.156183,0.0295169,-7.41347,-1.51359,-1.22681
90.51,200,9.81,100,-0.157448,8.69104,-0.0445891,1,0.1,0.124291,-0.157448,-0.0445891,-7.40748,-1.52584,-1.22318
90.52,200,9.81,100,-0.158722,8.69023,-0.118628,1,0.1,0.12271,-0.158722,-0.118628,-7.39998,-1.53805,-1.2196
90.53,200,9.81,100,-0.160004,8.68867,-0.192584,1,0.1,0.121117,-0.160004,-0.192584,-7.39097,-1.55023,-1.21607
90.54,200,9.81,100,-0.161296,8.68638,-0.266442,1,0.1,0.11951,-0.161296,-0.266442,-7.38046,-1.56237,-1.21258
90.55,200,9.81,100,-0.162597,8.68334,-0.340188,1,0.1,0.117891,-0.162597,-0.340188,-7.36843,-1.57448,-1.20914
90.56,200,9.81,100,-0.163908,8.67957,-0.413806,1,0.1,0.116258,-0.163908,-0.413806,-7.35491,-1.58656,-1.20575
90.57,200,9.81,100,-0.165229,8.67507,-0.487281,1,0.1,0.114612,-0.165229,-0.487281,-7.33988,-1.5986,-1.2024
90.58,200,9.81,100,-0.16656,8.66983,-0.560598,1,0.1,0.112954,-0.16656,-0.560598,-7.32335,-1.61061,-1.19909
90.59,200,9.81,100,-0.167902,8.66386,-0.633743,1,0.1,0.111281,-0.167902,-0.633743,-7.30532,-1.62258,-1.19582
90.6,200,9.81,100,-0.169255,8.65715,-0.7067,1,0.1,0.109595,-0.169255,-0.7067,-7.28581,-1.63452,-1.19259
90.61,200,9.81,100,-0.17062,8.64972,-0.779454,1,0.1,0.107896,-0.17062,-0.779454,-7.2648,-1.64643,-1.1894
90.62,200,9.81,100,-0.171996,8.64157,-0.851991,1,0.1,0.106183,-0.171996,-0.851991,-7.24231,-1.65831,-1.18624
90.63,200,9.81,100,-0.173384,8.63268,-0.924295,1,0.1,0.104456,-0.173384,-0.924295,-7.21834,-1.67016,-1.18311
90.64,200,9.81,100,-0.174785,8.62308,-0.996353,1,0.1,0.102715,-0.174785,-0.996353,-7.19289,-1.68197,-1.18001
90.65,200,9.81,100,-0.176199,8.61276,-1.06815,1,0.1,0.10096,-0.176199,-1.06815,-7.16596,-1.69376,-1.17695
90.66,200,9.81,100,-0.177626,8.60172,-1.13967,1,0.1,0.0991913,-0.177626,-1.13967,-7.13758,-1.70551,-1.17391
90.67,200,9.81,100,-0.179066,8.58997,-1.21089,1,0.1,0.0974078,-0.179066,-1.21089,-7.10773,-1.71724,-1.17089
90.68,200,9.81,100,-0.18052,8.5775,-1.28182,1,0.1,0.0956099,-0.18052,-1.28182,-7.07642,-1.72893,-1.1679
90.69,200,9.81,100,-0.181988,8.56433,-1.35242,1,0.1,0.0937974,-0.181988,-1.35242,-7.04366,-1.74059,-1.16493
90.7,200,9.81,100,-0.183471,8.55045,-1.42269,1,0.1,0.0919701,-0.183471,-1.42269,-7.00946,-1.75223,-1.16198
90.71,200,9.81,100,-0.184968,8.53588,-1.4926,1,0.1,0.0901279,-0.184968,-1.4926,-6.97383,-1.76383,-1.15904
90.72,200,9.81,100,-0.186481,8.5206,-1.56216,1,0.1,0.0882707,-0.186481,-1.56216,-6.93676,-1.77541,-1.15612
90.73,200,9.81,100,-0.188009,8.50464,-1.63133,1,0.1,0.0863982,-0.188009,-1.63133,-6.89827,-1.78696,-1.15322
90.74,200,9.81,100,-0.189553,8.48798,-1.70012,1,0.1,0.0845105,-0.189553,-1.70012,-6.85836,-1.79847,-1.15032
90.75,200,9.81,100,-0.191113,8.47063,-1.7685,1,0.1,0.0826071,-0.191113,-1.7685,-6.81705,-1.80996,-1.14744
90.76,200,9.81,100,-0.19269,8.45261,-1.83645,1,0.1,0.0806881,-0.19269,-1.83645,-6.77433,-1.82142,-1.14456
90.77,200,9.81,100,-0.194284,8.43391,-1.90398,1,0.1,0.0787533,-0.194284,-1.90398,-6.73022,-1.83285,-1.14168
90.78,200,9.81,100,-0.195895,8.41453,-1.97105,1,0.1,0.0768024,-0.195895,-1.97105,-6.68473,-1.84426,-1.13881
90.79,200,9.81,100,-0.197523,8.39449,-2.03767,1,0.1,0.0748353,-0.197523,-2.03767,-6.63786,-1.85563,-1.13594
90.8,200,9.81,100,-0.19917,8.37378,-2.10381,1,0.1,0.0728519,-0.19917,-2.10381,-6.58963,-1.86697,-1.13306
90.81,200,9.81,100,-0.200835,8.35241,-2.16946,1,0.1,0.0708519,-0.200835,-2.16946,-6.54004,-1.87829,-1.13018
90.82,200,9.81,100,-0.202519,8.33039,-2.2346,1,0.1,0.0688351,-0.202519,-2.2346,-6.48911,-1.88958,-1.12729
90.83,200,9.81,100,-0.204221,8.30772,-2.29923,1,0.1,0.0668015,-0.204221,-2.29923,-6.43683,-1.90084,-1.12439
90.84,200,9.81,100,-0.205944,8.28441,-2.36333,1,0.1,0.0647506,-0.205944,-2.36333,-6.38324,-1.91207,-1.12147
90.85,200,9.81,100,-0.207686,8.26046,-2.42689,1,0.1,0.0626825,-0.207686,-2.42689,-6.32832,-1.92327,-1.11854
90.86,200,9.81,100,-0.209448,8.23587,-2.4899,1,0.1,0.0605969,-0.209448,-2.4899,-6.2721,-1.93444,-1.1156
90.87,200,9.81,100,-0.211231,8.21066,-2.55233,1,0.1,0.0584935,-0.211231,-2.55233,-6.21458,-1.94558,-1.11263
90.88,200,9.81,100,-0.213035,8.18483,-2.61418,1,0.1,0.0563722,-0.213035,-2.61418,-6.15578,-1.95669,-1.10963
90.89,200,9.81,100,-0.21486,8.15838,-2.67544,1,0.1,0.0542327,-0.21486,-2.67544,-6.09571,-1.96777,-1.10661
90.9,200,9.81,100,-0.216707,8.13132,-2.73609,1,0.1,0.0520749,-0.216707,-2.73609,-6.03438,-1.97882,-1.10355
90.91,200,9.81,100,-0.218576,8.10366,-2.79613,1,0.1,0.0498985,-0.218576,-2.79613,-5.9718,-1.98984,-1.10047
90.92,200,9.81,100,-0.220467,8.0754,-2.85553,1,0.1,0.0477033,-0.220467,-2.85553,-5.90799,-2.00083,-1.09734
90.93,200,9.81,100,-0.222382,8.04655,-2.91428,1,0.1,0.0454891,-0.222382,-2.91428,-5.84295,-2.01179,-1.09418
90.94,200,9.81,100,-0.224319,8.01712,-2.97238,1,0.1,0.0432556,-0.224319,-2.97238,-5.77671,-2.02271,-1.09097
90.95,200,9.81,100,-0.22628,7.98711,-3.02981,1,0.1,0.0410026,-0.22628,-3.02981,-5.70926,-2.03361,-1.08771
90.96,200,9.81,100,-0.228266,7.95652,-3.08656,1,0.1,0.0387299,-0.228266,-3.08656,-5.64064,-2.04447,-1.0844
90.97,200,9.81,100,-0.230275,7.92538,-3.14262,1,0.1,0.0364372,-0.230275,-3.14262,-5.57084,-2.05529,-1.08104
90.98,200,9.81,100,-0.23231,7.89367,-3.19798,1,0.1,0.0341243,-0.23231,-3.19798,-5.49989,-2.06609,-1.07762
90.99,200,9.81,100,-0.23437,7.86142,-3.25261,1,0.1,0.031791,-0.23437,-3.25261,-5.42779,-2.07685,-1.07413
91,200,9.81,100,-0.236455,7.82862,-3.30653,1,0.1,0.0294369,-0.236455,-3.30653,-5.35457,-2.08757,-1.07058
91.01,200,9.81,100,-0.238566,7.79529,-3.3597,1,0.1,0.0270618,-0.238566,-3.3597,-5.28024,-2.09826,-1.06695
91.02,200,9.81,100,-0.240704,7.76143,-3.41213,1,0.1,0.0246655,-0.240704,-3.41213,-5.20481,-2.10891,-1.06326
91.03,200,9.81,100,-0.242868,7.72705,-3.4638,1,0.1,0.0222476,-0.242868,-3.4638,-5.1283,-2.11952,-1.05948
91.04,200,9.81,100,-0.24506,7.69216,-3.51469,1,0.1,0.019808,-0.24506,-3.51469,-5.05073,-2.1301,-1.05561
91.05,200,9.81,100,-0.247279,7.65676,-3.56481,1,0.1,0.0173464,-0.247279,-3.56481,-4.9721,-2.14063,-1.05166
91.06,200,9.81,100,-0.249526,7.62087,-3.61413,1,0.1,0.0148624,-0.249526,-3.61413,-4.89244,-2.15113,-1.04761
91.07,200,9.81,100,-0.251802,7.58448,-3.66265,1,0.1,0.0123557,-0.251802,-3.66265,-4.81176,-2.16159,-1.04347
91.08,200,9.81,100,-0.254106,7.54761,-3.71036,1,0.1,0.00982624,-0.254106,-3.71036,-4.73007,-2.172,-1.03922
91.09,200,9.81,100,-0.256439,7.51028,-3.75725,1,0.1,0.00727354,-0.256439,-3.75725,-4.64741,-2.18237,-1.03486
91.1,200,9.81,100,-0.258802,7.47247,-3.80331,1,0.1,0.00469736,-0.258802,-3.80331,-4.56377,-2.1927,-1.03039
91.11,200,9.81,100,-0.261195,7.43421,-3.84852,1,0.1,0.0020974,-0.261195,-3.84852,-4.47919,-2.20298,-1.02579
91.12,200,9.81,100,-0.263619,7.3955,-3.89289,1,0.1,-0.000526642,-0.263619,-3.89289,-4.39367,-2.21321,-1.02107
91.13,200,9.81,100,-0.266073,7.35636,-3.93639,1,0.1,-0.00317507,-0.266073,-3.93639,-4.30724,-2.2234,-1.01622
91.14,200,9.81,100,-0.268558,7.31678,-3.97903,1,0.1,-0.00584819,-0.268558,-3.97903,-4.21991,-2.23354,-1.01123
91.15,200,9.81,100,-0.271074,7.27678,-4.02079,1,0.1,-0.00854632,-0.271074,-4.02079,-4.13171,-2.24362,-1.00609
91.16,200,9.81,100,-0.273623,7.23637,-4.06166,1,0.1,-0.0112698,-0.273623,-4.06166,-4.04264,-2.25366,-1.00081
91.17,200,9.81,100,-0.276203,7.19555,-4.10164,1,0.1,-0.0140189,-0.276203,-4.10164,-3.95274,-2.26364,-0.995366
91.18,200,9.81,100,-0.278817,7.15434,-4.14071,1,0.1,-0.0167939,-0.278817,-4.14071,-3.86201,-2.27356,-0.989758
91.19,200,9.81,100,-0.281463,7.11274,-4.17887,1,0.1,-0.0195953,-0.281463,-4.17887,-3.77048,-2.28343,-0.98398
91.2,200,9.81,100,-0.284142,7.07076,-4.21612,1,0.1,-0.0224233,-0.284142,-4.21612,-3.67817,-2.29324,-0.978023
91.21,200,9.81,100,-0.286855,7.02842,-4.25244,1,0.1,-0.0252782,-0.286855,-4.25244,-3.58509,-2.30299,-0.97188
91.22,200,9.81,100,-0.289602,6.98572,-4.28782,1,0.1,-0.0281605,-0.289602,-4.28782,-3.49128,-2.31268,-0.965543
91.23,200,9.81,100,-0.292383,6.94267,-4.32226,1,0.1,-0.0310704,-0.292383,-4.32226,-3.39674,-2.3223,-0.959005
91.24,200,9.81,100,-0.295199,6.89927,-4.35575,1,0.1,-0.0340083,-0.295199,-4.35575,-3.3015,-2.33186,-0.952257
91.25,200,9.81,100,-0.29805,6.85555,-4.38829,1,0.1,-0.0369745,-0.29805,-4.38829,-3.20559,-2.34135,-0.945292
91.26,200,9.81,100,-0.300936,6.81151,-4.41986,1,0.1,-0.0399694,-0.300936,-4.41986,-3.10901,-2.35076,-0.9381
91.27,200,9.81,100,-0.303857,6.76716,-4.45046,1,0.1,-0.0429933,-0.303857,-4.45046,-3.0118,-2.36011,-0.930672
91.28,200,9.81,100,-0.306815,6.72251,-4.48009,1,0.1,-0.0460466,-0.306815,-4.48009,-2.91397,-2.36938,-0.923
91.29,200,9.81,100,-0.309808,6.67756,-4.50874,1,0.1,-0.0491297,-0.309808,-4.50874,-2.81555,-2.37857,-0.915075
91.3,200,9.81,100,-0.312837,6.63233,-4.5364,1,0.1,-0.0522429,-0.312837,-4.5364,-2.71656,-2.38768,-0.906886
91.31,200,9.81,100,-0.315903,6.58684,-4.56307,1,0.1,-0.0553865,-0.315903,-4.56307,-2.61703,-2.3967,-0.898424
91.32,200,9.81,100,-0.319006,6.54108,-4.58874,1,0.1,-0.058561,-0.319006,-4.58874,-2.51697,-2.40564,-0.889678
91.33,200,9.81,100,-0.322145,6.49506,-4.61341,1,0.1,-0.0617668,-0.322145,-4.61341,-2.41641,-2.4145,-0.880639
91.34,200,9.81,100,-0.325321,6.44881,-4.63707,1,0.1,-0.0650041,-0.325321,-4.63707,-2.31537,-2.42326,-0.871296
91.35,200,9.81,100,-0.328535,6.40233,-4.65972,1,0.1,-0.0682733,-0.328535,-4.65972,-2.21388,-2.43192,-0.861638
91.36,200,9.81,100,-0.331785,6.35562,-4.68134,1,0.1,-0.0715749,-0.331785,-4.68134,-2.11196,-2.44049,-0.851652
91.37,200,9.81,100,-0.335074,6.3087,-4.70195,1,0.1,-0.0749091,-0.335074,-4.70195,-2.00964,-2.44895,-0.841329
91.38,200,9.81,100,-0.338399,6.26158,-4.72154,1,0.1,-0.0782764,-0.338399,-4.72154,-1.90693,-2.45731,-0.830656
91.39,200,9.81,100,-0.341762,6.21428,-4.74009,1,0.1,-0.0816772,-0.341762,-4.74009,-1.80388,-2.46557,-0.81962
91.4,200,9.81,100,-0.345162,6.16679,-4.75761,1,0.1,-0.0851118,-0.345162,-4.75761,-1.7005,-2.4737,-0.80821
91.41,200,9.81,100,-0.3486,6.11913,-4.7741,1,0.1,-0.0885805,-0.3486,-4.7741,-1.59681,-2.48173,-0.796412
91.42,200,9.81,100,-0.352075,6.07131,-4.78955,1,0.1,-0.0920839,-0.352075,-4.78955,-1.49285,-2.48963,-0.784214
91.43,200,9.81,100,-0.355587,6.02334,-4.80396,1,0.1,-0.0956221,-0.355587,-4.80396,-1.38864,-2.49741,-0.771602
91.44,200,9.81,100,-0.359137,5.97523,-4.81732,1,0.1,-0.0991957,-0.359137,-4.81732,-1.28421,-2.50506,-0.758562
91.45,200,9.81,100,-0.362723,5.927,-4.82964,1,0.1,-0.102805,-0.362723,-4.82964,-1.17959,-2.51258,-0.74508
91.46,200,9.81,100,-0.366346,5.87864,-4.84091,1,0.1,-0.10645,-0.366346,-4.84091,-1.0748,-2.51996,-0.731142
91.47,200,9.81,100,-0.370005,5.83018,-4.85114,1,0.1,-0.110132,-0.370005,-4.85114,-0.969868,-2.5272,-0.716733
91.48,200,9.81,100,-0.3737,5.78162,-4.86031,1,0.1,-0.11385,-0.3737,-4.86031,-0.86483,-2.53429,-0.701837
91.49,200,9.81,100,-0.377431,5.73298,-4.86843,1,0.1,-0.117606,-0.377431,-4.86843,-0.759711,-2.54124,-0.68644
91.5,200,9.81,100,-0.381197,5.68426,-4.8755,1,0.1,-0.121399,-0.381197,-4.8755,-0.654542,-2.54802,-0.670526
91.51,200,9.81,100,-0.384998,5.63547,-4.88152,1,0.1,-0.12523,-0.384998,-4.88152,-0.549352,-2.55465,-0.654079
91.52,200,9.81,100,-0.388833,5.58663,-4.88649,1,0.1,-0.129099,-0.388833,-4.88649,-0.444171,-2.5611,-0.637082
91.53,200,9.81,100,-0.392702,5.53775,-4.89041,1,0.1,-0.133007,-0.392702,-4.89041,-0.33903,-2.56738,-0.619518
91.54,200,9.81,100,-0.396603,5.48883,-4.89327,1,0.1,-0.136953,-0.396603,-4.89327,-0.233961,-2.57349,-0.601371
91.55,200,9.81,100,-0.400537,5.43988,-4.89509,1,0.1,-0.140939,-0.400537,-4.89509,-0.128995,-2.57941,-0.582624
91.56,200,9.81,100,-0.404502,5.39093,-4.89585,1,0.1,-0.144964,-0.404502,-4.89585,-0.0241637,-2.58514,-0.563258
91.57,200,9.81,100,-0.408497,5.34197,-4.89557,1,0.1,-0.149029,-0.408497,-4.89557,0.0804994,-2.59067,-0.543255
91.58,200,9.81,100,-0.412521,5.29302,-4.89424,1,0.1,-0.153134,-0.412521,-4.89424,0.184962,-2.596,-0.522597
91.59,200,9.81,100,-0.416574,5.24409,-4.89187,1,0.1,-0.157279,-0.416574,-4.89187,0.289189,-2.60112,-0.501266
91.6,200,9.81,100,-0.420653,5.19519,-4.88846,1,0.1,-0.161466,-0.420653,-4.88846,0.393148,-2.60603,-0.479244
91.61,200,9.81,100,-0.424759,5.14632,-4.88401,1,0.1,-0.165693,-0.424759,-4.88401,0.496804,-2.61071,-0.45651
91.62,200,9.81,100,-0.428889,5.09751,-4.87853,1,0.1,-0.169961,-0.428889,-4.87853,0.600122,-2.61515,-0.433046
91.63,200,9.81,100,-0.433042,5.04876,-4.87201,1,0.1,-0.17427,-0.433042,-4.87201,0.703065,-2.61936,-0.408832
91.64,200,9.81,100,-0.437216,5.00007,-4.86447,1,0.1,-0.178622,-0.437216,-4.86447,0.805599,-2.62333,-0.383848
91.65,200,9.81,100,-0.44141,4.95147,-4.8559,1,0.1,-0.183015,-0.44141,-4.8559,0.907685,-2.62704,-0.358074
91.66,200,9.81,100,-0.445622,4.90296,-4.84631,1,0.1,-0.18745,-0.445622,-4.84631,1.00929,-2.63049,-0.331491
91.67,200,9.81,100,-0.44985,4.85455,-4.83571,1,0.1,-0.191927,-0.44985,-4.83571,1.11037,-2.63367,-0.304078
91.68,200,9.81,100,-0.454091,4.80625,-4.82411,1,0.1,-0.196447,-0.454091,-4.82411,1.21089,-2.63657,-0.275814
91.69,200,9.81,100,-0.458345,4.75807,-4.8115,1,0.1,-0.201009,-0.458345,-4.8115,1.31081,-2.63918,-0.24668
91.7,200,9.81,100,-0.462607,4.71002,-4.79789,1,0.1,-0.205614,-0.462607,-4.79789,1.41009,-2.6415,-0.216654
91.71,200,9.81,100,-0.466877,4.66211,-4.7833,1,0.1,-0.210261,-0.466877,-4.7833,1.5087,-2.64351,-0.185716
91.72,200,9.81,100,-0.471151,4.61436,-4.76772,1,0.1,-0.214951,-0.471151,-4.76772,1.60659,-2.64521,-0.153847
91.73,200,9.81,100,-0.475426,4.56676,-4.75117,1,0.1,-0.219684,-0.475426,-4.75117,1.70371,-2.64658,-0.121024
